"cell","n_records","y","toc_median","mask","n_sites","y_sd","x_lon","y_lat"
1808282,1,-0.408935392973501,0.38,"deep",1,NA,-71.8500024366584,39.7499993258829
1808283,2,-0.136229371485722,0.735,"deep",2,NA,-71.7500024332671,39.7499993258829
1808292,1,-0.130768280269024,0.73,"deep",1,NA,-70.8500024027453,39.7499993258829
1808293,7,-0.0707798530274182,0.86,"deep",2,NA,-70.750002399354,39.7499993258829
1808294,3,-0.0710686673503571,1,"deep",3,0.130579381627063,-70.6500023959627,39.7499993258829
1808298,1,0.0791812460476248,1.19,"deep",1,NA,-70.2500023823974,39.7499993258829
1808299,2,0.127104798364808,1.33,"deep",2,NA,-70.1500023790061,39.7499993258829
1808300,1,-0.0222763947111523,0.94,"deep",1,NA,-70.0500023756148,39.7499993258829
1808303,1,-0.721246399047171,0.18,"deep",1,NA,-69.7500023654408,39.7499993258829
1808305,1,-0.387216143280264,0.4,"deep",1,NA,-69.5500023586582,39.7499993258829
1808308,1,-0.0457574905606751,0.89,"deep",1,NA,-69.2500023484843,39.7499993258829
1808309,1,-0.0555173278498314,0.87,"deep",1,NA,-69.150002345093,39.7499993258829
1808891,5,-0.257974410558578,0.54,"deep",1,NA,-10.9500003713488,39.7499993258829
1808904,1,-0.0362121726544447,0.91,"deep",1,NA,-9.65000032726169,39.7499993258829
1808905,1,-0.468521082957745,0.33,"shelf",1,NA,-9.55000032387039,39.7499993258829
1808906,1,-0.283996656365201,0.51,"shelf",1,NA,-9.45000032047909,39.7499993258829
1808907,3,0.0960856581239869,1.24,"shelf",3,0.00788895196984698,-9.35000031708776,39.7499993258829
1808908,6,-0.224856970985472,0.88,"shelf",3,0.342993384383129,-9.25000031369646,39.7499993258829
1808909,1,0.239999792886871,1.7278,"shelf",1,NA,-9.15000031030513,39.7499993258829
1809170,2,-0.182107382233174,0.6475,"deep",1,NA,16.9500005748276,39.7499993258829
1809176,2,-0.222937209243494,0.5885,"deep",1,NA,17.5500005951754,39.7499993258829
1809179,1,-0.140261433802853,0.714,"deep",1,NA,17.8500006053494,39.7499993258829
1809181,2,-0.338188345157278,0.449,"deep",1,NA,18.050000612132,39.7499993258829
1809188,2,-0.358032943271695,0.4285,"deep",1,NA,18.7500006358712,39.7499993258829
1810214,1,-0.42021640338319,0.37,"shelf",1,NA,121.350004115358,39.7499993258829
1810598,1,-0.387216143280264,0.4,"deep",1,NA,159.750005417623,39.7499993258829
1810609,1,-0.455931955649724,0.34,"deep",1,NA,160.850005454927,39.7499993258829
1811859,1,-1.39794000867204,0.03,"shelf",1,NA,-74.1500025146586,39.6499993275788
1811861,1,-1.22184874961636,0.05,"shelf",1,NA,-73.950002507876,39.6499993275788
1811863,1,-1.22184874961636,0.05,"shelf",1,NA,-73.7500025010934,39.6499993275788
1811865,1,-0.508638306165727,0.3,"shelf",1,NA,-73.5500024943107,39.6499993275788
1811868,1,-0.886056647693163,0.12,"shelf",1,NA,-73.2500024841368,39.6499993275788
1811870,1,-1.09691001300806,0.07,"shelf",1,NA,-73.0500024773542,39.6499993275788
1811873,1,-0.431798275933005,0.36,"shelf",1,NA,-72.7500024671802,39.6499993275788
1811876,2,-0.413261178273503,0.45,"shelf",2,NA,-72.4500024570063,39.6499993275788
1811878,1,-0.2518119729938,0.55,"shelf",1,NA,-72.2500024502237,39.6499993275788
1811886,1,-0.0809219076239261,0.82,"deep",1,NA,-71.4500024230932,39.6499993275788
1811888,1,-0.200659450546418,0.62,"deep",1,NA,-71.2500024163105,39.6499993275788
1811892,2,-0.216016546588423,0.635,"deep",2,NA,-70.8500024027453,39.6499993275788
1811896,1,-0.0861861476162833,0.81,"deep",1,NA,-70.45000238918,39.6499993275788
1811904,1,-0.10790539730952,0.77,"deep",1,NA,-69.6500023620495,39.6499993275788
1811912,1,-0.148741651280925,0.7,"deep",1,NA,-68.850002334919,39.6499993275788
1811915,1,-0.180456064458131,0.65,"deep",1,NA,-68.5500023247451,39.6499993275788
1811921,1,-0.283996656365201,0.51,"deep",1,NA,-67.9500023043972,39.6499993275788
1812501,1,0.0718820073061254,1.17,"deep",1,NA,-9.95000033743565,39.6499993275788
1812503,1,-0.408935392973501,0.38,"deep",1,NA,-9.75000033065302,39.6499993275788
1812505,7,-0.348232860673304,0.42,"deep",4,0.125123221530929,-9.55000032387039,39.6499993275788
1812506,9,-0.250095625295473,0.5464,"shelf",9,0.0305891922419662,-9.45000032047909,39.6499993275788
1812507,17,0.0439654108924347,0.9979,"deep",13,0.16645533582596,-9.35000031708776,39.6499993275788
1812508,21,0.188604119819983,1.4902,"shelf",15,0.216930203352577,-9.25000031369646,39.6499993275788
1812509,4,0.26869992851583,1.8032,"shelf",3,0.0251716591921421,-9.15000031030513,39.6499993275788
1812599,1,-0.0769114845576007,0.8277,"shelf",1,NA,-0.15000000508698,39.6499993275788
1812600,1,0.0926153909415547,1.2277,"shelf",1,NA,-0.0500000016956506,39.6499993275788
1812603,1,-0.173925197299174,0.66,"deep",1,NA,0.250000008478281,39.6499993275788
1812771,1,-0.193820026016113,0.63,"deep",1,NA,17.0500005782189,39.6499993275788
1812772,2,-0.261620404114557,0.5375,"deep",1,NA,17.1500005816102,39.6499993275788
1812778,1,-0.406713932979543,0.382,"deep",1,NA,17.750000601958,39.6499993275788
1812781,2,-0.233968228209356,0.5755,"deep",2,NA,18.050000612132,39.6499993275788
1812783,2,-0.398328506688876,0.3945,"deep",2,NA,18.2500006189146,39.6499993275788
1813807,1,-0.292429823902064,0.5,"shelf",1,NA,120.650004091619,39.6499993275788
1813810,2,-0.940124688057708,0.14135,"shelf",2,NA,120.950004101793,39.6499993275788
1815461,1,-0.886056647693163,0.12,"shelf",1,NA,-73.950002507876,39.5499993292747
1815463,1,-1.15490195998574,0.06,"shelf",1,NA,-73.7500025010934,39.5499993292747
1815465,1,-1,0.09,"shelf",1,NA,-73.5500024943107,39.5499993292747
1815468,1,-1.22184874961636,0.05,"shelf",1,NA,-73.2500024841368,39.5499993292747
1815470,1,-0.795880017344075,0.15,"shelf",1,NA,-73.0500024773542,39.5499993292747
1815473,1,-1.22184874961636,0.05,"shelf",1,NA,-72.7500024671802,39.5499993292747
1815475,1,-0.619788758288394,0.23,"shelf",1,NA,-72.5500024603976,39.5499993292747
1815481,1,-0.346787486224656,0.44,"deep",1,NA,-71.9500024400497,39.5499993292747
1815495,1,-0.229147988357856,0.58,"deep",1,NA,-70.5500023925713,39.5499993292747
1815501,1,-0.102372908709559,0.78,"deep",1,NA,-69.9500023722235,39.5499993292747
1815503,1,-0.0705810742857073,0.84,"deep",1,NA,-69.7500023654408,39.5499993292747
1815506,1,-0.2518119729938,0.55,"deep",1,NA,-69.4500023552669,39.5499993292747
1815509,1,-0.0861861476162833,0.81,"deep",1,NA,-69.150002345093,39.5499993292747
1816088,1,0.328379603438738,2.12,"deep",1,NA,-11.2500003815227,39.5499993292747
1816097,2,0.217356290322762,1.64,"deep",1,NA,-10.3500003510009,39.5499993292747
1816098,4,0.404222129623209,2.56,"deep",1,NA,-10.2500003476096,39.5499993292747
1816102,11,0.204450837172504,1.72,"deep",6,0.305965126152709,-9.85000033404432,39.5499993292747
1816103,2,0.233870629472866,1.71,"deep",1,NA,-9.75000033065302,39.5499993292747
1816104,8,0.0338763842272879,1.03,"deep",4,0.166302955810052,-9.65000032726169,39.5499993292747
1816106,8,0.142771916089513,1.20935,"shelf",4,0.272164873581865,-9.45000032047909,39.5499993292747
1816107,6,-0.196168356807507,0.49245,"shelf",6,0.213621803421823,-9.35000031708776,39.5499993292747
1816108,4,-0.173436225962763,0.77145,"shelf",4,0.265710682517537,-9.25000031369646,39.5499993292747
1816109,4,-0.56983118600716,0.14615,"shelf",4,0.592609033721957,-9.15000031030513,39.5499993292747
1816377,2,-0.421937526588698,0.3685,"deep",1,NA,17.6500005985667,39.5499993292747
1816380,2,-0.53388999306144,0.2825,"deep",1,NA,17.9500006087407,39.5499993292747
1816383,1,-0.38933983691012,0.398,"deep",1,NA,18.2500006189146,39.5499993292747
1816385,1,-0.619788758288394,0.23,"deep",1,NA,18.4500006256972,39.5499993292747
1816390,1,-0.259637310505756,0.54,"deep",1,NA,18.9500006426538,39.5499993292747
1817402,1,-0.2518119729938,0.55,"shelf",1,NA,120.150004074663,39.5499993292747
1817405,1,-0.207608310501746,0.61,"shelf",1,NA,120.450004084837,39.5499993292747
1817409,1,-0.795880017344075,0.15,"shelf",1,NA,120.850004098402,39.5499993292747
1817410,3,-0.528119673367949,0.29,"shelf",1,NA,120.950004101793,39.5499993292747
1817434,1,-0.221848749616356,0.59,"shelf",1,NA,123.350004183185,39.5499993292747
1817594,1,0.24551266781415,1.75,"deep",1,NA,139.350004725795,39.5499993292747
1817821,1,0.287801729930226,1.93,"deep",1,NA,162.050005495623,39.5499993292747
1819046,1,0.209515014542631,1.61,"shelf",1,NA,-75.4500025587457,39.4499993309706
1819058,1,-1,0.09,"shelf",1,NA,-74.2500025180499,39.4499993309706
1819078,2,0.166289917552849,1.93,"deep",2,NA,-72.2500024502237,39.4499993309706
1819083,1,0.0170333392987804,1.03,"deep",1,NA,-71.7500024332671,39.4499993309706
1819089,1,-0.0506099933550872,0.88,"deep",1,NA,-71.1500024129192,39.4499993309706
1819095,1,-0.0915149811213502,0.8,"deep",1,NA,-70.5500023925713,39.4499993309706
1819109,1,-0.187086643357144,0.64,"deep",1,NA,-69.150002345093,39.4499993309706
1819112,1,-0.346787486224656,0.44,"deep",1,NA,-68.850002334919,39.4499993309706
1819117,1,-0.259637310505756,0.54,"deep",1,NA,-68.3500023179624,39.4499993309706
1819698,1,-0.292429823902064,0.5,"deep",1,NA,-10.2500003476096,39.4499993309706
1819701,5,0.313778807854316,2.07,"deep",1,NA,-9.95000033743565,39.4499993309706
1819702,1,0.184691430817599,1.52,"deep",1,NA,-9.85000033404432,39.4499993309706
1819705,5,-0.206111918357589,0.8834,"shelf",4,0.307653571688814,-9.55000032387039,39.4499993309706
1819706,9,-0.659304469678911,0.11,"shelf",9,0.383610669336784,-9.45000032047909,39.4499993309706
1819707,1,-0.568636235841013,0.26,"shelf",1,NA,-9.35000031708776,39.4499993309706
1821005,1,-0.2518119729938,0.55,"shelf",1,NA,120.450004084837,39.4499993309706
1821009,3,-0.748117926847773,0.2432,"shelf",3,0.494850921196997,120.850004098402,39.4499993309706
1822657,1,-1.30102999566398,0.04,"shelf",1,NA,-74.3500025214412,39.3499993326665
1822658,1,-0.886056647693163,0.12,"shelf",1,NA,-74.2500025180499,39.3499993326665
1822660,1,-0.886056647693163,0.12,"shelf",1,NA,-74.0500025112673,39.3499993326665
1822663,1,-0.744727494896694,0.17,"shelf",1,NA,-73.7500025010934,39.3499993326665
1822665,1,-0.657577319177794,0.21,"shelf",1,NA,-73.5500024943107,39.3499993326665
1822668,1,-0.795880017344075,0.15,"shelf",1,NA,-73.2500024841368,39.3499993326665
1822670,1,-0.677780705266081,0.2,"shelf",1,NA,-73.0500024773542,39.3499993326665
1822673,1,-0.494850021680094,0.31,"shelf",1,NA,-72.7500024671802,39.3499993326665
1822676,1,-0.214670164989233,0.6,"shelf",1,NA,-72.4500024570063,39.3499993326665
1822678,1,-0.2518119729938,0.55,"deep",1,NA,-72.2500024502237,39.3499993326665
1822679,2,-0.255724641749778,0.605,"deep",2,NA,-72.1500024468323,39.3499993326665
1822680,2,0.231677692427329,1.695,"deep",2,NA,-72.050002443441,39.3499993326665
1822681,1,-0.283996656365201,0.51,"deep",1,NA,-71.9500024400497,39.3499993326665
1822682,1,0.0374264979406237,1.08,"deep",1,NA,-71.8500024366584,39.3499993326665
1823299,2,-0.0906232047511416,0.835,"deep",1,NA,-10.1500003442183,39.3499993326665
1823305,3,-0.356217412787837,0.4808,"shelf",3,0.165633568306744,-9.55000032387039,39.3499993326665
1823407,1,0.130333768495006,1.34,"deep",1,NA,0.650000022043542,39.3499993326665
1823583,1,-0.472370099128661,0.327,"deep",1,NA,18.2500006189146,39.3499993326665
1823593,2,-0.800119447055575,0.148453284,"deep",1,NA,19.2500006528278,39.3499993326665
1823600,4,-0.310854055802195,0.525,"deep",4,0.176619395091579,19.950000676567,39.3499993326665
1824594,1,-0.292429823902064,0.5,"shelf",1,NA,119.350004047532,39.3499993326665
1824595,1,-0.387216143280264,0.4,"shelf",1,NA,119.450004050923,39.3499993326665
1824598,4,-0.17394141435804,0.685,"shelf",2,NA,119.750004061097,39.3499993326665
1824603,1,-0.346787486224656,0.44,"shelf",1,NA,120.250004078054,39.3499993326665
1824611,1,-0.431798275933005,0.36,"shelf",1,NA,121.050004105184,39.3499993326665
1824630,1,-0.853871964321762,0.13,"shelf",1,NA,122.950004169619,39.3499993326665
1824643,1,-1.09691001300806,0.07,"shelf",1,NA,124.250004213706,39.3499993326665
1826255,1,-1.04575749056068,0.08,"shelf",1,NA,-74.5500025282239,39.2499993343624
1826278,1,-0.136677139879544,0.72,"deep",1,NA,-72.2500024502237,39.2499993343624
1826283,1,-0.173925197299174,0.66,"deep",1,NA,-71.7500024332671,39.2499993343624
1826287,1,-0.148741651280925,0.7,"deep",1,NA,-71.3500024197019,39.2499993343624
1826296,1,-0.154901959985743,0.69,"deep",1,NA,-70.45000238918,39.2499993343624
1826301,1,-0.142667503568732,0.71,"deep",1,NA,-69.9500023722235,39.2499993343624
1826901,2,-0.667679012221937,0.205,"shelf",1,NA,-9.95000033743565,39.2499993343624
1827200,5,-0.259386650814339,0.55,"deep",5,0.082203944800145,19.950000676567,39.2499993343624
1828193,1,-0.465212641370508,0.3326,"shelf",1,NA,119.250004044141,39.2499993343624
1828205,3,-0.469933016509134,0.33,"shelf",3,0.00244554064791666,120.450004084837,39.2499993343624
1828209,3,-0.368380137454852,0.5,"shelf",2,NA,120.850004098402,39.2499993343624
1828241,2,-1.37236374744835,0.045,"shelf",2,NA,124.050004206924,39.2499993343624
1829837,1,0.691081492122968,4.9,"shelf",1,NA,-76.3500025892675,39.1499993360582
1829848,1,-0.795880017344075,0.15,"shelf",1,NA,-75.250002551963,39.1499993360582
1829850,1,-0.259637310505756,0.54,"shelf",1,NA,-75.0500025451804,39.1499993360582
1829854,1,-1.22184874961636,0.05,"shelf",1,NA,-74.6500025316152,39.1499993360582
1829855,1,-0.443697499232713,0.35,"shelf",1,NA,-74.5500025282239,39.1499993360582
1829858,1,-1.30102999566398,0.04,"shelf",1,NA,-74.2500025180499,39.1499993360582
1829860,1,-1.52287874528034,0.02,"shelf",1,NA,-74.0500025112673,39.1499993360582
1829863,1,-1.04575749056068,0.08,"shelf",1,NA,-73.7500025010934,39.1499993360582
1829865,1,-0.958607314841775,0.1,"shelf",1,NA,-73.5500024943107,39.1499993360582
1829868,1,-0.823908740944319,0.14,"shelf",1,NA,-73.2500024841368,39.1499993360582
1829870,1,-0.886056647693163,0.12,"shelf",1,NA,-73.0500024773542,39.1499993360582
1829874,1,-0.853871964321762,0.13,"shelf",1,NA,-72.6500024637889,39.1499993360582
1829876,1,-0.161150909262745,0.68,"deep",1,NA,-72.4500024570063,39.1499993360582
1829877,1,-0.00877392430750515,0.97,"deep",1,NA,-72.350002453615,39.1499993360582
1829878,1,0.0718820073061254,1.17,"deep",1,NA,-72.2500024502237,39.1499993360582
1829880,1,0.0374264979406237,1.08,"deep",1,NA,-72.050002443441,39.1499993360582
1829882,1,-0.0222763947111523,0.94,"deep",1,NA,-71.8500024366584,39.1499993360582
1829890,1,-0.154901959985743,0.69,"deep",1,NA,-71.0500024095279,39.1499993360582
1829892,1,-0.0915149811213502,0.8,"deep",1,NA,-70.8500024027453,39.1499993360582
1829893,5,-0.203415519301777,0.57,"deep",1,NA,-70.750002399354,39.1499993360582
1829906,1,-0.337242168318426,0.45,"deep",1,NA,-69.4500023552669,39.1499993360582
1829919,1,-0.455931955649724,0.34,"deep",1,NA,-68.1500023111798,39.1499993360582
1830630,2,-0.182660623910659,0.675,"shelf",2,NA,2.95000010004372,39.1499993360582
1830649,1,-0.148741651280925,0.7,"deep",1,NA,4.85000016447867,39.1499993360582
1830778,2,0.0637943077975449,1.148230014,"deep",1,NA,17.750000601958,39.1499993360582
1830800,2,-0.18837535480105,0.64,"deep",2,NA,19.950000676567,39.1499993360582
1831779,1,-0.568636235841013,0.26,"shelf",1,NA,117.850003996662,39.1499993360582
1831780,3,-0.362943769188943,0.33,"shelf",3,0.270555591623941,117.950004000054,39.1499993360582
1831781,1,-0.568636235841013,0.26,"shelf",1,NA,118.050004003445,39.1499993360582
1831782,1,-0.459295216689238,0.3373,"shelf",1,NA,118.150004006836,39.1499993360582
1831793,3,-0.522204747527354,0.29,"shelf",3,0.00116739835235473,119.250004044141,39.1499993360582
1831797,1,-0.638272163982407,0.22,"shelf",1,NA,119.650004057706,39.1499993360582
1831799,2,-0.244125144327509,0.56,"shelf",2,NA,119.850004064489,39.1499993360582
1831800,1,-0.244277555096542,0.5598,"shelf",1,NA,119.95000406788,39.1499993360582
1831801,3,-0.316143584948301,0.47,"shelf",2,NA,120.050004071271,39.1499993360582
1831804,2,-0.68837535480105,0.195,"shelf",2,NA,120.350004081445,39.1499993360582
1831810,2,-0.327902142064283,0.46,"shelf",2,NA,120.950004101793,39.1499993360582
1831811,2,-0.325414397697086,0.4627,"shelf",1,NA,121.050004105184,39.1499993360582
1831822,2,-0.194191444722832,0.66,"shelf",1,NA,122.150004142489,39.1499993360582
1831823,1,-0.328086987558413,0.4598,"shelf",1,NA,122.25000414588,39.1499993360582
1832418,1,-0.229147988357856,0.58,"deep",1,NA,-178.250006045015,39.0499993377541
1832923,1,-0.275724130399211,0.52,"deep",1,NA,-127.750004332402,39.0499993377541
1833448,1,-0.698970004336019,0.19,"shelf",1,NA,-75.250002551963,39.0499993377541
1833453,1,-0.619788758288394,0.23,"shelf",1,NA,-74.7500025350065,39.0499993377541
1833455,1,-0.886056647693163,0.12,"shelf",1,NA,-74.5500025282239,39.0499993377541
1833458,1,-1.04575749056068,0.08,"shelf",1,NA,-74.2500025180499,39.0499993377541
1833460,1,-1.04575749056068,0.08,"shelf",1,NA,-74.0500025112673,39.0499993377541
1833466,1,-0.443697499232713,0.35,"shelf",1,NA,-73.4500024909194,39.0499993377541
1833468,1,-0.744727494896694,0.17,"shelf",1,NA,-73.2500024841368,39.0499993377541
1833470,1,-0.920818753952375,0.11,"shelf",1,NA,-73.0500024773542,39.0499993377541
1833472,1,-0.229147988357856,0.58,"deep",1,NA,-72.8500024705715,39.0499993377541
1833474,1,-0.337242168318426,0.45,"deep",1,NA,-72.6500024637889,39.0499993377541
1833477,1,-0.327902142064283,0.46,"deep",1,NA,-72.350002453615,39.0499993377541
1833479,1,-0.366531544420413,0.42,"deep",1,NA,-72.1500024468323,39.0499993377541
1833486,1,0.117271295655764,1.3,"deep",1,NA,-71.4500024230932,39.0499993377541
1833511,1,-0.267606240177031,0.53,"deep",1,NA,-68.9500023383103,39.0499993377541
1833526,1,-0.853871964321762,0.13,"deep",1,NA,-67.4500022874406,39.0499993377541
1834075,1,-0.0655015487564323,0.85,"deep",1,NA,-12.5500004256098,39.0499993377541
1834094,3,-0.286694383501019,0.52,"deep",1,NA,-10.6500003611748,39.0499993377541
1834101,1,-0.958607314841775,0.1,"shelf",1,NA,-9.95000033743565,39.0499993377541
1834104,2,0.0367491993586308,1.115,"shelf",1,NA,-9.65000032726169,39.0499993377541
1834230,2,-0.360166527975772,0.47,"deep",2,NA,2.95000010004372,39.0499993377541
1834292,1,-0.0222763947111523,0.94,"shelf",1,NA,9.15000031030513,39.0499993377541
1834293,4,-0.0339805458858626,1.07,"shelf",4,0.150880895915329,9.25000031369646,39.0499993377541
1834436,1,-0.42021640338319,0.37,"deep",1,NA,23.5500007986542,39.0499993377541
1835380,5,-0.264795601736991,0.57,"shelf",3,0.150094593389002,117.950004000054,39.0499993377541
1835381,2,-0.167914147319035,0.67,"shelf",2,NA,118.050004003445,39.0499993377541
1835389,1,-0.356547323513813,0.43,"shelf",1,NA,118.850004030576,39.0499993377541
1835390,4,-0.614680093204305,0.21,"shelf",3,0.224150125273001,118.950004033967,39.0499993377541
1835391,3,-0.624707333229323,0.1442,"shelf",3,0.334694340162938,119.050004037358,39.0499993377541
1835396,3,-0.154015410526385,0.69,"shelf",3,0.00153554870703105,119.550004054315,39.0499993377541
1835399,1,-0.200659450546418,0.62,"shelf",1,NA,119.850004064489,39.0499993377541
1835400,1,-0.366531544420413,0.42,"shelf",1,NA,119.95000406788,39.0499993377541
1835403,1,-0.823908740944319,0.14,"shelf",1,NA,120.250004078054,39.0499993377541
1835405,3,-0.743925471641401,0.17,"shelf",3,0.00138914502701893,120.450004084837,39.0499993377541
1835406,1,-0.42021640338319,0.37,"shelf",1,NA,120.550004088228,39.0499993377541
1835407,2,-0.483288122256525,0.32,"shelf",1,NA,120.650004091619,39.0499993377541
1835408,1,-0.568636235841013,0.26,"shelf",1,NA,120.75000409501,39.0499993377541
1835409,3,-0.173235429098187,0.66,"shelf",3,0.00119471356955416,120.850004098402,39.0499993377541
1835410,2,-0.63220055015091,0.24,"shelf",2,NA,120.950004101793,39.0499993377541
1835440,1,-0.468521082957745,0.33,"shelf",1,NA,123.950004203532,39.0499993377541
1835660,7,-0.013867950760471,0.82,"deep",1,NA,145.950004949621,39.0499993377541
1835861,1,-0.501689446210399,0.305,"deep",1,NA,166.050005631275,39.0499993377541
1837051,2,0.172559382532307,1.48,"shelf",2,NA,-74.9500025417891,38.94999933945
1837096,1,-0.207608310501746,0.61,"deep",1,NA,-70.45000238918,38.94999933945
1837704,1,0.0827853703164501,1.2,"shelf",1,NA,-9.65000032726169,38.94999933945
1837829,3,-0.513716906639574,0.35,"deep",3,0.228998873033878,2.85000009665242,38.94999933945
1837841,1,-0.366531544420413,0.42,"deep",1,NA,4.05000013734818,38.94999933945
1837847,1,-0.267606240177031,0.53,"deep",1,NA,4.65000015769604,38.94999933945
1837894,2,0.0548736188566143,1.13,"deep",2,NA,9.35000031708776,38.94999933945
1837906,1,-0.10790539730952,0.77,"deep",1,NA,10.5500003577835,38.94999933945
1837999,1,-0.154901959985743,0.69,"deep",1,NA,19.8500006731756,38.94999933945
1838980,3,-0.324136621259751,0.4533,"shelf",3,0.0200710373677514,117.950004000054,38.94999933945
1838984,1,-0.223080997157954,0.5883,"shelf",1,NA,118.350004013619,38.94999933945
1838987,3,-0.824392096409396,0.14,"shelf",3,0.000837196223630498,118.650004023793,38.94999933945
1838989,3,-0.74368572856596,0.17,"shelf",2,NA,118.850004030576,38.94999933945
1838992,3,-0.568743508782047,0.26,"shelf",3,0.000185802184148167,119.150004040749,38.94999933945
1838994,1,-0.259637310505756,0.54,"shelf",1,NA,119.350004047532,38.94999933945
1839024,1,-0.397940008672038,0.39,"shelf",1,NA,122.350004149271,38.94999933945
1839025,2,-0.37975532926808,0.4077,"shelf",2,NA,122.450004152663,38.94999933945
1839845,1,-0.408935392973501,0.38,"deep",1,NA,-155.550005275187,38.8499993411459
1840636,1,0.424881636631067,2.65,"shelf",1,NA,-76.4500025926588,38.8499993411459
1840653,1,-1.52287874528034,0.02,"shelf",1,NA,-74.7500025350065,38.8499993411459
1840656,1,-1.04575749056068,0.08,"shelf",1,NA,-74.4500025248326,38.8499993411459
1840658,1,-1.09691001300806,0.07,"shelf",1,NA,-74.2500025180499,38.8499993411459
1840661,1,-0.958607314841775,0.1,"shelf",1,NA,-73.950002507876,38.8499993411459
1840663,1,-1.30102999566398,0.04,"shelf",1,NA,-73.7500025010934,38.8499993411459
1840665,1,-0.886056647693163,0.12,"shelf",1,NA,-73.5500024943107,38.8499993411459
1840668,1,-0.346787486224656,0.44,"shelf",1,NA,-73.2500024841368,38.8499993411459
1840671,1,-0.795880017344075,0.15,"deep",1,NA,-72.9500024739629,38.8499993411459
1840672,1,0.00432137378264258,1,"deep",1,NA,-72.8500024705715,38.8499993411459
1840673,1,0.130333768495006,1.34,"deep",1,NA,-72.7500024671802,38.8499993411459
1840675,1,0.0863598306747482,1.21,"deep",1,NA,-72.5500024603976,38.8499993411459
1840678,1,-0.0915149811213502,0.8,"deep",1,NA,-72.2500024502237,38.8499993411459
1840701,1,-0.207608310501746,0.61,"deep",1,NA,-69.9500023722235,38.8499993411459
1840711,1,-0.236572006437063,0.57,"deep",1,NA,-68.9500023383103,38.8499993411459
1840722,1,-0.744727494896694,0.17,"deep",1,NA,-67.8500023010059,38.8499993411459
1841283,1,-0.508638306165727,0.3,"deep",1,NA,-11.7500003984793,38.8499993411459
1841429,2,-0.405114521826563,0.385,"deep",2,NA,2.85000009665242,38.8499993411459
1841442,1,0.276461804173244,1.88,"deep",1,NA,4.15000014073948,38.8499993411459
1841495,1,-0.0757207139381184,0.83,"deep",1,NA,9.45000032047909,38.8499993411459
1842577,1,-0.353792387793315,0.4328,"shelf",1,NA,117.65000398988,38.8499993411459
1842578,1,-0.290051983489239,0.5028,"shelf",1,NA,117.750003993271,38.8499993411459
1842581,2,-0.257850080326607,0.545,"shelf",1,NA,118.050004003445,38.8499993411459
1842582,3,-0.386090657904315,0.4,"shelf",3,0.00194939785431971,118.150004006836,38.8499993411459
1842585,3,-0.363375534168774,0.5481,"shelf",3,0.191956917520286,118.45000401701,38.8499993411459
1842588,2,-0.369487583003801,0.42,"shelf",2,NA,118.750004027184,38.8499993411459
1842589,1,-0.421590029668764,0.3688,"shelf",1,NA,118.850004030576,38.8499993411459
1842590,4,-0.499087914726913,0.325,"shelf",3,0.146291096235128,118.950004033967,38.8499993411459
1842597,2,-0.0683980704856852,0.845,"shelf",1,NA,119.650004057706,38.8499993411459
1842599,1,-0.585026652029182,0.25,"shelf",1,NA,119.850004064489,38.8499993411459
1842600,2,-0.51137604665537,0.3018,"shelf",2,NA,119.95000406788,38.8499993411459
1842601,1,-0.42021640338319,0.37,"shelf",1,NA,120.050004071271,38.8499993411459
1842608,1,-0.920818753952375,0.11,"shelf",1,NA,120.75000409501,38.8499993411459
1842617,1,-0.292429823902064,0.5,"shelf",1,NA,121.650004125532,38.8499993411459
1842618,2,-0.409750688383994,0.39255,"shelf",2,NA,121.750004128924,38.8499993411459
1842626,1,-0.353988590408761,0.4326,"shelf",1,NA,122.550004156054,38.8499993411459
1842627,1,-0.240634378344071,0.5646,"shelf",1,NA,122.650004159445,38.8499993411459
1842629,1,-0.455931955649724,0.34,"shelf",1,NA,122.850004166228,38.8499993411459
1842977,1,-0.161150909262745,0.68,"deep",1,NA,157.650005346405,38.8499993411459
1844236,1,0.553883026643874,3.57,"shelf",1,NA,-76.4500025926588,38.7499993428418
1844270,1,-0.3767507096021,0.41,"deep",1,NA,-73.0500024773542,38.7499993428418
1844274,1,-0.0177287669604316,0.95,"deep",1,NA,-72.6500024637889,38.7499993428418
1844283,1,-0.214670164989233,0.6,"deep",1,NA,-71.7500024332671,38.7499993428418
1844299,3,-0.174820820436487,0.56,"deep",2,NA,-70.1500023790061,38.7499993428418
1845029,2,-0.318853031017884,0.47,"deep",2,NA,2.85000009665242,38.7499993428418
1845054,1,-0.244125144327509,0.56,"deep",1,NA,5.35000018143523,38.7499993428418
1846177,2,-0.218259457302795,0.595,"shelf",2,NA,117.65000398988,38.7499993428418
1846178,3,-0.252801239281976,0.59,"shelf",3,0.0536112847216042,117.750003993271,38.7499993428418
1846180,2,-0.334988024468076,0.4524,"shelf",2,NA,117.950004000054,38.7499993428418
1846181,2,-0.201152407037244,0.62,"shelf",2,NA,118.050004003445,38.7499993428418
1846183,2,-0.387428097656245,0.3998,"shelf",2,NA,118.250004010228,38.7499993428418
1846186,1,-0.366531544420413,0.42,"shelf",1,NA,118.550004020402,38.7499993428418
1846191,3,-0.332051199940849,0.55,"shelf",3,0.140992688805126,119.050004037358,38.7499993428418
1846203,3,-0.730151250689694,0.13,"shelf",3,0.226689409963504,120.250004078054,38.7499993428418
