"region","lon","lat","obs","pred","e2","DI","AOA","dist_km","depth","exp_C0","exp_C1","exp_C2","exp_C3","exp_C4","exp_C5"
1,-74.9500025417891,-35.249999402198,0.0413926851582251,-0.024092375592774,0.00428829318156204,0.151784983031653,1,1941.97197344501,4196.0068359375,0.312258352809121,0.350602713304593,0.333647866561231,0.308610497326461,0.279221700236332,0.293978383820969
1,-73.5500024943107,-35.249999402198,0.309630167425899,0.311636376894644,4.02487643248308e-06,0.284865337414172,1,1969.08059597852,3562.8818359375,0.394445816460225,0.382989157083681,0.385598333374786,0.439788656621868,0.326267362387271,0.322091219670616
1,-73.4500024909194,-35.249999402198,0.338438215986569,0.327190170725216,0.00012651852220145,0.258949032843626,1,1970.19716455013,2796.28466796875,0.369598798121086,0.380263004304057,0.375036080974634,0.428561287566983,0.323591899537327,0.3161464538071
1,-73.3500024875281,-35.249999402198,0.285557309007774,0.357557616775068,0.00518404431858508,0.227767194640497,1,1971.36267762333,2144.6806640625,0.345663782287223,0.375922398742456,0.362706521950685,0.418008033686752,0.319319756371529,0.311131041949996
1,-73.2500024841368,-35.249999402198,0.369215857410143,0.349538485431361,0.000387198967991359,0.215239634530576,1,1972.57704771483,2049.6318359375,0.337851582543344,0.373511520751703,0.357885006385553,0.409304010698003,0.316093983157542,0.309004148161653
1,-73.1500024807455,-35.249999402198,0.305351369446624,0.36539082456489,0.00360473617089823,0.183737136981153,1,1973.84018389341,1811.63195800781,0.322651905486074,0.36489134494066,0.346002300762875,0.396222512077566,0.3075509828536,0.305004028524046
1,-72.8500024705715,-35.249999402198,0.28904042910974,0.390009682968006,0.010194790224695,0.17132832865616,1,1977.92122862301,684.5625,0.318151972297599,0.360259831486124,0.341509117514823,0.395346094288592,0.323181299624008,0.331663368323638
1,-50.2500017041348,-35.3499994005022,0.136720567156407,-0.29023009325625,0.182286866426804,0.180703301423962,1,758.700700278892,3757.96533203125,0.321487006139835,0.363830656355811,0.328801608014442,0.31768129084284,0.291801363928947,0.294120174681501
1,-52.550001782135,-35.5499993971104,0.559906625036113,0.00344358929273096,0.309651110148741,0.278183704830183,1,882.794548460752,635.673583984375,0.387603704194773,0.382303382280745,0.365467991759847,0.357287031624514,0.363305008299838,0.356647648432582
1,-52.3500017753524,-35.6499993954145,0.500104205668297,0.0734926706006074,0.181997401852811,0.250342351821044,1,881.22960516023,1359.34033203125,0.362347769675297,0.379241648436741,0.354690711847009,0.3561189260522,0.336245685457919,0.321474905502295
1,-73.5500024943107,-35.7499993937186,0.442479769064448,0.32569827702747,0.0136379168823829,0.172262839607423,1,2024.28522203789,2143,0.318467639012473,0.360637279841169,0.342875187446759,0.382674038814401,0.299391742172605,0.300398142982591
1,-73.4500024909194,-35.7499993937186,0.442479769064448,0.336744986230986,0.0111798443008395,0.163051592036311,1,2025.36560262459,1589.72912597656,0.31550142469607,0.356634003508702,0.339522335717864,0.380591607982124,0.301843723650685,0.303997424007083
1,-73.0500024773542,-35.7499993937186,0.399673721481038,0.317215909249947,0.0067992907979378,0.218667819304093,1,2030.16027597981,206.055557250977,0.339887278678154,0.374220070926258,0.360541175732138,0.404706912859013,0.368975324455177,0.390848645623131
1,-52.2500017719611,-35.7499993937186,0.470395161427024,0.00879979504979412,0.213070282260929,0.244777330418211,1,885.254408473398,1822.84716796875,0.357921990659559,0.378521512691751,0.352593482964484,0.342498319967586,0.327834186409221,0.313722418107823
1,-49.6500016837869,-35.7499993937186,-0.301029995663981,-0.301210905221242,3.27282679085397e-08,0.253566952693575,1,781.013851476848,4305.77783203125,0.365006520635724,0.379636076319745,0.355614459256422,0.352312899601796,0.312270699354039,0.30856045946513
1,-51.9500017617871,-35.9499993903268,0.416497014806163,-0.16829587499999,0.341982723967831,0.148008523657028,1,889.224602159079,2910.29150390625,0.311249907739346,0.348220718328448,0.3177910671152,0.292126469957115,0.283963939494996,0.291131860959959
1,-73.0500024773542,-36.0499993886309,0.52058873482893,0.430859845095015,0.00805127365288113,0.236719700714359,1,2063.17990457113,356.215270996094,0.351877504536073,0.377373763567685,0.368393254621855,0.441788484898639,0.362145670712449,0.373851811279094
1,-53.6500018194394,-36.0499993886309,-0.455931955649724,-0.269004088022271,0.0349420276957465,0.254642962735258,1,987.865358961894,110.944442749023,0.365909144142901,0.379764374256765,0.356931715229524,0.347787179454757,0.398205624802236,0.413230435779665
1,-73.650002497702,-36.149999386935,0.382017042574868,0.272175988646741,0.0120650571280418,0.205843897771236,1,2067.45709237079,870.111083984375,0.332666215742994,0.371359336221635,0.356472290391065,0.388528246633036,0.33023672505502,0.328090499497376
1,-73.5500024943107,-36.149999386935,0.363611979892144,0.298899219387898,0.00418774137207992,0.224050538599142,1,2068.4635743238,420.472229003906,0.343238807940149,0.375256907313496,0.363538057211795,0.404031250171345,0.353436249862315,0.362893014401028
1,-73.650002497702,-36.2499993852391,0.331515769880188,0.283715741417589,0.00228484272102529,0.203115034272694,1,2078.51004507502,901.486083984375,0.331268358909911,0.370672421925484,0.355685640200312,0.389801824344837,0.3283501801466,0.326171172062858
1,-73.8500025044847,-36.3499993835432,0.463892988985907,0.329920665099785,0.017948583567448,0.184142155579085,1,2084.66697208142,1959.13195800781,0.322810824062572,0.36502957933904,0.348648932261782,0.390276167044184,0.304961581293019,0.302985884031907
