"cell","x_lon","y_lat","n_records","n_sites","y","toc_median","y_sd","mask","sbt_mean","sbt_min","sbt_max","sbs_mean","o2b_mean","sst_mean","sss_mean","chl_mean","phyc_bot","sws_bot","depth","slope","tri","tpi","dist_coast_km","poc_surf","poc_flux","river_poc","river_tss","sed_thick","gs_d50","gs_d16","porosity","litho_gs","litho_t1","litho_t2","litho_t3","litho_t4","litho_t5","litho_t6","block","fold","region"
53600,139.950004746143,88.5499984982876,1,1,-0.229147988357856,0.58,NA,"deep",-0.304848164319992,-0.398976564407349,-0.336288779973984,34.9057846069336,297.113494873047,-1.68330574035645,31.2609634399414,-0.841427743434906,-1.58142173290253,-2.70026898384094,1760.04174804688,-2.42695307731628,2.10946607589722,-46.2855949401855,2.94234657287598,2.86648392677307,1.7978253364563,-6,-5,3.11313652992249,-1.02572405338287,-1.09484529495239,72.0826644897461,-1.30103003978729,0,0,0,0,0,0,"7 8",5,"5 Siberian Arctic"
55320,-48.0500016295259,88.4499984999835,1,1,-0.00436480540245009,0.98,NA,"deep",-0.631817281246185,-0.678718745708466,-0.626683473587036,34.9340896606445,300.069274902344,-1.71904110908508,31.5392875671387,-0.881587505340576,-1.58399260044098,-2.644526720047,2998.6943359375,-2.42695307731628,1.59458827972412,-37.4696273803711,2.74468564987183,2.85673451423645,1.58952665328979,-6,-5,3.27332973480225,-0.88673597574234,-1.81301808357239,71.6480026245117,-1.30103003978729,0,0,0,0,0,0,"-3 8",4,"5 Siberian Arctic"
63099,9.85000033404432,88.2499985033752,2,1,-0.174118776309945,0.66,NA,"deep",-0.729677319526672,-0.754590153694153,-0.7110236287117,34.9333763122559,301.934631347656,-1.74574661254883,32.0418548583984,-0.883694767951965,-1.58399200439453,-2.31462287902832,4291.28466796875,-2.42695307731628,0.280772000551224,-0.15618896484375,2.76307559013367,2.05305194854736,0.652291893959045,-6,-5,3.30004048347473,-0.988563597202301,-1.06699335575104,73.0690002441406,-1.30103003978729,0,0,0,0,0,0,"0 8",3,"5 Siberian Arctic"
68723,-147.750005010665,88.049998506767,1,1,-1.52287874528034,0.02,NA,"deep",-0.497425466775894,-0.500354290008545,-0.49617326259613,34.9298553466797,288.732116699219,-1.67765116691589,30.9595336914062,-0.868397295475006,-1.58399331569672,-3.39460134506226,3711.90283203125,-2.42695307731628,0.74499648809433,-4.15191650390625,2.86172771453857,2.66541624069214,1.31870222091675,-6,-5,3.32359313964844,-2.06193709373474,-2.4366614818573,71.7601699829102,-1.30103003978729,0,0,0,0,0,0,"-9 8",3,"5 Siberian Arctic"
71549,134.850004573186,88.049998506767,1,1,-0.200659450546418,0.62,NA,"deep",-0.224215641617775,-0.245948761701584,-0.198575109243393,34.8932418823242,300.232482910156,-1.68573451042175,31.325288772583,-0.828667640686035,-1.57954370975494,-2.51783084869385,1377.52075195312,-2.42695307731628,0.995301067829132,2.3272705078125,2.9207227230072,2.86201786994934,1.88467156887054,-6,-5,2.91584372520447,-1.0268669128418,-1.08979523181915,72.087776184082,-1.30103003978729,0,0,0,0,0,0,"7 8",5,"5 Siberian Arctic"
71550,134.950004576577,88.049998506767,45,2,-0.522282332864543,0.29,NA,"deep",-0.224161148071289,-0.245784640312195,-0.198577255010605,34.8932304382324,300.300415039062,-1.68567705154419,31.3238906860352,-0.828445374965668,-1.57939350605011,-2.53065919876099,1372.64587402344,-2.42695307731628,0.994689404964447,3.15364074707031,2.92086863517761,2.86242389678955,1.88639879226685,-6,-5,2.91469502449036,-1.02691626548767,-1.08984506130219,72.09033203125,-1.30103003978729,0,0,0,0,0,0,"7 8",5,"5 Siberian Arctic"
71792,159.150005397275,88.049998506767,45,1,-0.513435667806799,0.33,NA,"deep",-0.500368475914001,-0.503851652145386,-0.49928405880928,34.9299545288086,288.800750732422,-1.66700220108032,30.9720439910889,-0.814537286758423,-1.58399295806885,-2.89008164405823,3970.08349609375,-2.42695307731628,0.572927057743073,-0.928825378417969,2.956955909729,3.04176115989685,1.66999101638794,-6,-5,3.31927895545959,-2.06119012832642,-2.43842053413391,71.9211654663086,-1.30103003978729,0,0,0,0,0,0,"9 8",4,"5 Siberian Arctic"
78762,136.150004617273,87.8499985101588,1,1,-0.408935392973501,0.38,NA,"deep",-0.210780158638954,-0.231236666440964,-0.182060152292252,34.8920440673828,300.944580078125,-1.68486487865448,31.3007259368896,-0.824954211711884,-1.57780504226685,-2.84971380233765,1285.1875,-2.42695307731628,1.20249092578888,4.68403244018555,2.91510152816772,2.86443495750427,1.91294181346893,-6,-5,2.99212336540222,-1.96440672874451,-2.29728960990906,71.7063369750977,-1.30103003978729,0,0,0,0,0,0,"7 8",5,"5 Siberian Arctic"
82088,108.750003688053,87.7499985118547,64,1,-0.096878303876885,0.795,NA,"deep",-0.715987145900726,-0.737926959991455,-0.696520805358887,34.9348983764648,301.881866455078,-1.70904517173767,31.76589012146,-0.84635066986084,-1.58399343490601,-2.25445818901062,4310.40283203125,-2.42695307731628,0.405269235372543,-0.8228759765625,2.87481570243835,2.10217070579529,0.699754238128662,-6,-5,3.40009140968323,-1.74629712104797,-1.34821629524231,73.0479965209961,-1.30103003978729,0,0,0,0,0,0,"6 8",2,"5 Siberian Arctic"
82381,138.050004681708,87.7499985118547,19,1,-0.44136210320204,0.36,NA,"deep",-0.146686941385269,-0.168179005384445,-0.121149927377701,34.8871917724609,301.642883300781,-1.68235683441162,31.2586193084717,-0.820895850658417,-1.57602202892303,-2.92264437675476,1202.15283203125,-2.42695307731628,1.31313097476959,9.19789123535156,2.91482710838318,2.85143303871155,1.92482769489288,-6,-5,2.98161506652832,-2.0071849822998,-2.35909676551819,71.3809967041016,-1.30103003978729,0,0,0,0,0,0,"7 8",5,"5 Siberian Arctic"
86082,148.15000502423,87.6499985135506,13,1,-0.426297671269824,0.4,NA,"deep",-0.312900483608246,-0.300127983093262,-0.215255379676819,34.9049530029297,297.136108398438,-1.67138457298279,31.0591201782227,-0.818282067775726,-1.58215045928955,-2.33894801139832,1501.4375,-2.42695307731628,2.04758238792419,-13.9913139343262,2.93197584152222,2.80056357383728,1.79112029075623,-6,-5,2.91205239295959,-2.06213212013245,-2.4363739490509,72.0261077880859,-1.30103003978729,0,0,0,0,0,0,"8 8",5,"5 Siberian Arctic"
86083,148.250005027622,87.6499985135506,1,1,-0.552841968657781,0.27,NA,"deep",-0.329328984022141,-0.30302220582962,-0.218467965722084,34.9068412780762,296.682220458984,-1.67125201225281,31.0571479797363,-0.818344295024872,-1.58243560791016,-2.30019521713257,1537.44445800781,-2.42695307731628,2.11081457138062,-16.3177108764648,2.93218684196472,2.82183003425598,1.80355620384216,-6,-5,2.91312885284424,-2.0621395111084,-2.4363911151886,71.9509963989258,-1.30103003978729,0,0,0,0,0,0,"8 8",5,"5 Siberian Arctic"
86089,148.850005047969,87.6499985135506,1,1,-0.619788758288394,0.23,NA,"deep",-0.416203200817108,-0.433688342571259,-0.368759334087372,34.9174346923828,293.951049804688,-1.67066311836243,31.0472888946533,-0.818150281906128,-1.58358204364777,-2.16618967056274,1814.14587402344,-2.42695307731628,2.11281967163086,-29.0468826293945,2.9334545135498,2.82678151130676,1.74684071540833,-6,-5,2.92425131797791,-2.0621657371521,-2.4359724521637,71.7243347167969,-1.30103003978729,0,0,0,0,0,0,"8 8",5,"5 Siberian Arctic"
86167,156.650005312492,87.6499985135506,1,1,-0.387216143280264,0.4,NA,"deep",-0.500021457672119,-0.501565933227539,-0.498702257871628,34.9299354553223,288.736206054688,-1.66434526443481,30.9354286193848,-0.809427499771118,-1.58399295806885,-3.04770755767822,3967.95849609375,-2.42695307731628,1.24114036560059,-8.51130676269531,2.95011162757874,2.95348882675171,1.58191812038422,-6,-5,3.27200818061829,-2.06177711486816,-2.43543219566345,71.8850021362305,-1.30103003978729,0,0,0,0,0,0,"8 8",5,"5 Siberian Arctic"
88315,11.4500003883053,87.5499985152465,1,1,-0.130768280269024,0.73,NA,"deep",-0.736407160758972,-0.761458575725555,-0.712713479995728,34.9327659606934,301.96044921875,-1.7533415555954,32.2184638977051,-0.881039023399353,-1.58399152755737,-2.34101819992065,4288.64599609375,-2.42695307731628,0.219807341694832,-0.16668701171875,2.72943639755249,2.09542298316956,0.694892287254333,-6,-5,3.24130129814148,-0.991195738315582,-1.07001340389252,73.0690002441406,-1.30103003978729,0,0,0,0,0,0,"0 8",3,"5 Siberian Arctic"
88760,55.9500018974396,87.5499985152465,1,1,-0.275724130399211,0.52,NA,"deep",-0.761134088039398,-0.787308931350708,-0.735947787761688,34.9291572570801,301.710998535156,-1.74257004261017,32.0946846008301,-0.872310936450958,-1.58398902416229,-2.42546343803406,4015.52099609375,-2.42695307731628,2.16439151763916,56.6770248413086,2.86900758743286,2.20999360084534,0.833983063697815,-6,-5,2.7219545841217,-0.987890303134918,-1.07526409626007,72.8418197631836,-1.30103003978729,0,0,0,0,0,0,"3 8",5,"5 Siberian Arctic"
88808,60.7500020602227,87.5499985152465,21,1,-0.338883727416969,0.44,NA,"deep",-0.748308956623077,-0.782904028892517,-0.733719110488892,34.9302978515625,301.973510742188,-1.74044108390808,32.0765914916992,-0.865019559860229,-1.583988904953,-2.56255316734314,4005.7568359375,-2.42695307731628,2.31514978408813,-95.4244384765625,2.88171911239624,2.04041433334351,0.665310859680176,-6,-5,2.6937301158905,-0.986657917499542,-1.07376933097839,72.1177444458008,-1.30103003978729,0,0,0,0,0,0,"3 8",5,"5 Siberian Arctic"
88809,60.850002063614,87.5499985152465,1,1,-0.161150909262745,0.68,NA,"deep",-0.748037040233612,-0.782964646816254,-0.733776926994324,34.9303207397461,301.962860107422,-1.74039435386658,32.0762329101562,-0.864939272403717,-1.58398878574371,-2.56544089317322,3997.72216796875,-2.42695307731628,2.31110596656799,-95.0078048706055,2.88197708129883,2.04041218757629,0.666056931018829,-6,-5,2.69490361213684,-0.986635684967041,-1.07374322414398,72.0514984130859,-1.30103003978729,0,0,0,0,0,0,"3 8",5,"5 Siberian Arctic"
